Genus,Family,Order,HybProp,Hyb_Ratio,perc_per,perc_wood,perc_ag,floral_symm,mating_system,repro_syndrome,pollination_syndrome,RedList,tavg,C_value,CV_C_value
Cypripedium,Orchidaceae,Asparagales,0.735294118,0.058823529,1,0,0,.,1,0.5,1,3.454545455,.,29.856,34.4534199
Cyrtandra,Gesneriaceae,Lamiales,4.862119013,1.264150943,1,0.981132075,0,.,.,.,.,2.346153846,.,.,.
Cyrtomium,Dryopteridaceae,Monilophyta,0,0,1,0,0,.,.,.,.,2.5,.,.,.
Cyrtostylis,Orchidaceae,Asparagales,0,0,1,0,0,.,.,.,.,.,.,.,.
Cytinus,Cytinaceae,Malvales,0,0,1,0,0,0,.,.,1,.,.,.,.
Cytisus,Fabaceae,Fabales,0.189393939,0.03030303,1,1,0.096494845,.,1,1,1,.,.,1.465833333,48.01164446
Daboecia,Ericaceae,Ericales,0,0,1,1,0,.,.,0.5,1,.,.,.,.
Dactylis,Poaceae,Poales,0,0,1,0,0.074314214,.,1,1,0.5,.,.,4.002222222,0
Dactylorhiza,Orchidaceae,Asparagales,14.76190476,1.476190476,1,0,0,.,1,1,1,.,.,5.158,35.90782873
Dalea,Fabaceae,Fabales,0,0,0.891304348,0.304347826,0.096494845,.,.,.,.,1.833333333,.,.,.
Dampiera,Goodeniaceae,Asterales,0,0,1,0.25,0,.,.,.,.,.,.,.,.
Danthonia,Poaceae,Poales,0.793650794,0.138888889,1,0,0.074314214,.,1,0.5,0,2,.,2.95,.
Daphne,Thymelaeaceae,Malvales,1.169590643,0.105263158,1,1,0.001324503,.,1,0.875,1,.,0.348,3.115,23.13995923
Darwinia,Myrtaceae,Myrtales,0,0,1,1,0.003243243,.,.,.,.,.,.,.,.
Dasypyrum,Poaceae,Poales,0,0,0.5,0,0.074314214,.,.,.,.,.,.,7.012857143,21.92666174
Datura,Solanaceae,Solanales,0.432900433,0.045454545,0.113636364,0,0.089837398,0,1,1,1,.,0.155,2.121428571,9.051222069
Daucus,Apiaceae,Apiales,0,0,0.166666667,0,0.003968254,.,1,1,1,.,0.963,2.138666667,54.59494787
Daviesia,Fabaceae,Fabales,7.692307692,0.461538462,1,1,0.096494845,.,.,.,.,.,0.88,.,.
Delissea,Campanulaceae,Asterales,0,0,1,1,0,.,.,.,.,.,.,.,.
Delphinium,Ranunculaceae,Ranunculales,0.910973085,0.314285714,0.828571429,0,0,1,1,0.5,1,4,0.74,.,.
Dendranthema,Asteraceae,Asterales,0,0,1,0,0.00210989,.,.,.,.,.,.,7.89,.
Dendrobium,Orchidaceae,Asparagales,0,0,1,0,0,.,.,.,.,3.166666667,.,1.58212766,56.38293945
Dendromecon,Papaveraceae,Ranunculales,0,0,1,1,0,.,.,.,.,.,.,.,.
Derwentia,Scrophulariaceae,Lamiales,0,0,1,0.666666667,0.001764706,.,.,.,.,.,.,.,.
Deschampsia,Poaceae,Poales,0,0,0.888888889,0,0.074314214,.,1,0.75,0,2,0.92,5.56625,22.60135038
Descurainia,Brassicaceae,Brassicales,0,0,0,0,0.00485306,.,1,1,1,.,.,0.217142857,7.141517319
Desmanthus,Fabaceae,Fabales,0,0,1,0,0.096494845,.,.,.,.,.,.,.,.
Desmazeria,Poaceae,Poales,0,0,0,0,0.074314214,.,.,.,.,.,.,3.2,.
Desmodium,Fabaceae,Fabales,0.128205128,0.025,1,0.0625,0.096494845,1,.,.,1,.,.,.,.
Deyeuxia,Poaceae,Poales,0,0,0.95,0,0.074314214,.,.,.,.,.,.,7.375,6.282485876
Dianella,Xanthorrhoeaceae,Asparagales,0,0,1,0,0,.,.,.,1,.,.,.,.
Dianthus,Caryophyllaceae,Caryophyllales,0.041109969,0.028571429,0.931654676,0.042857143,0.001818182,0,1,0.818181818,1,.,0.885,0.796,37.09329083
Dicentra,Papaveraceae,Ranunculales,0,0,1,0,0,.,.,.,.,.,.,.,.
Dichanthelium,Poaceae,Poales,0,0,1,0,0.074314214,.,.,.,.,.,.,.,.
Dichanthium,Poaceae,Poales,0,0,1,0,0.074314214,.,.,.,0,.,.,.,.
Dichelachne,Poaceae,Poales,0,0,1,0,0.074314214,.,.,.,.,.,.,8.4125,3.646284098
Dichelostemma,Asparagaceae,Asparagales,20,0.4,1,0,0,.,.,.,.,.,.,18.15,.
Dichondra,Convolvulaceae,Solanales,0,0,1,0,0.044375,.,.,.,.,.,.,.,.
Diellia,Aspleniaceae,Monilophyta,6.666666667,0.166666667,1,0,0,.,.,.,.,.,.,.,.
Digitalis,Plantaginaceae,Lamiales,1.307189542,0.111111111,0.714285714,0.055555556,0.005925926,.,1,0.875,1,.,.,1.1525,7.263842866
Digitaria,Poaceae,Poales,0.189393939,0.03030303,0.227272727,0,0.074314214,1,1,1,0,.,.,1.194,38.61527611
Dillwynia,Fabaceae,Fabales,0,0,1,1,0.096494845,.,.,.,.,.,.,.,.
Diodia,Rubiaceae,Gentianales,0,0,.,0,6.00E-04,.,.,.,1,.,.,.,.
Dioscorea,Dioscoreaceae,Dioscoreales,0,0,1,0,0.009195402,0.25,1,1,1,1.7,.,1.0425,112.7587784
Diospyros,Ebenaceae,Ericales,100,0.5,1,1,0,0,.,.,1,1.984848485,.,1.948,37.15902058
Dipcadi,Asparagaceae,Asparagales,0,0,1,0,0,0,.,.,.,1,.,3.21,.
Diphasiastrum,Lycopodiaceae,Lycophyta,20,0.5,1,0,0,.,1,0.5,.,.,.,2.827142857,14.59419401
Diphasium,Lycopodiaceae,Lycophyta,16.66666667,0.25,1,0,0,.,.,.,.,.,.,.,.
Diplachne,Poaceae,Poales,0,0,1,0,0.074314214,.,.,.,.,.,.,.,.
Diplotaxis,Brassicaceae,Brassicales,0,0,0.35978836,0,0.00485306,.,1,1,1,4,.,0.58,2.815505451
Dipodium,Orchidaceae,Asparagales,0,0,1,0,0,.,.,.,.,.,.,.,.
Dipsacus,Caprifoliaceae,Dipsacales,1.169590643,0.105263158,0,0,0,.,1,1,1,2,.,3.912,23.0581949
Discaria,Rhamnaceae,Rosales,0,0,1,1,0.004444444,.,.,.,.,.,.,.,.
Disporum,Colchicaceae,Liliales,0,0,1,0,0,.,.,.,.,.,.,21.81,20.81442244
Dissocarpus,Amaranthaceae,Caryophyllales,0,0,1,0.5,0.041463415,.,.,.,0,.,.,.,.
Ditaxis,Euphorbiaceae,Malpighiales,0,0,0.6,0.2,0.01239531,.,.,.,.,4,.,.,.
Dithyrea,Brassicaceae,Brassicales,0,0,0.5,0,0.00485306,.,.,.,.,.,.,.,.
Dittrichia,Asteraceae,Asterales,0,0,0.5,0.25,0.00210989,.,1,1,1,.,.,.,.
Diuris,Orchidaceae,Asparagales,27.77777778,1.111111111,1,0,0,.,.,.,.,.,.,.,.
Dodecatheon,Primulaceae,Ericales,0,0,1,0,0,.,.,.,.,.,.,2.79,.
Dodonaea,Sapindaceae,Sapindales,2.222222222,0.1,1,1,0.001265823,0,.,.,0,.,.,0.665,3.50877193
Doodia,Blechnaceae,Monilophyta,0,0,1,0,0,.,.,.,.,.,.,.,.
Doronicum,Asteraceae,Asterales,1.904761905,0.133333333,1,0,0.00210989,.,1,0.5,1,.,.,3.84,.
Dorycnium,Fabaceae,Fabales,0,0,1,0.5,0.096494845,.,1,1,1,.,.,1.075,5.919963749
Doryopteris,Pteridaceae,Monilophyta,16.66666667,0.25,1,0,0,.,.,.,.,.,.,.,.
Downingia,Campanulaceae,Asterales,0.653594771,0.055555556,0,0,0,.,.,.,.,.,.,.,.
Draba,Brassicaceae,Brassicales,0.058412698,0.036507937,0.761279737,0,0.00485306,.,1,1,0.888888889,2.3,.,0.382,49.45892532
Dracocephalum,Lamiaceae,Lamiales,0,0,0.428571429,0,0.004320557,.,1,0.5,1,.,.,.,.
Dracunculus,Araceae,Alismatales,0,0,1,0,0.000248447,.,.,.,.,.,.,5.23,22.86540951
Drosera,Droseraceae,Caryophyllales,1,0.12,0.941176471,0,0,0,1,0.5,0.944444444,.,.,0.665,37.86369417
Dryopteris,Dryopteridaceae,Monilophyta,0.92506938,0.212765957,1,0,0,.,0.818181818,0.545454545,0,2.75,.,11.88181818,48.79546911
Dubautia,Asteraceae,Asterales,11.9047619,1.19047619,1,1,0.00210989,.,.,.,.,2.666666667,.,.,.
Dudleya,Crassulaceae,Saxifragales,0,0,1,0,0,.,.,.,.,.,.,.,.
Dupontia,Poaceae,Poales,0,0,1,0,0.074314214,.,.,.,.,.,.,.,.
Dysphania,Amaranthaceae,Caryophyllales,0,0,0.125,0,0.041463415,.,1,1,0.25,.,.,0.37,.
Dyssodia,Asteraceae,Asterales,0,0,0.625,0,0.00210989,.,.,.,.,.,.,.,.
Ebenus,Fabaceae,Fabales,0,0,1,0.5,0.096494845,.,.,.,.,.,.,.,.
Echinacea,Asteraceae,Asterales,0,0,1,0,0.00210989,.,.,.,.,.,0.862,.,.
Echinocereus,Cactaceae,Caryophyllales,0,0,1,0.5,0,.,.,.,.,3,.,.,.
Echinochloa,Poaceae,Poales,0,0,0,0,0.074314214,1,1,1,0.166666667,.,.,1.3825,5.70695618
Echinodorus,Alismataceae,Alismatales,0,0,0.666666667,0,0,.,.,.,.,2,.,13.305,9.775820389
Echinomastus,Cactaceae,Caryophyllales,0,0,1,1,0,.,.,.,.,.,.,.,.
Echinophora,Apiaceae,Apiales,0,0,1,0,0.003968254,.,.,.,.,.,.,.,.
Echinopogon,Poaceae,Poales,0,0,1,0,0.074314214,.,.,.,.,.,.,5.43,.
Echinops,Asteraceae,Asterales,1.904761905,0.133333333,0.9,0,0.00210989,0,1,1,1,.,.,3.561666667,23.50339108
Echinospartum,Fabaceae,Fabales,0,0,1,1,0.096494845,.,.,.,.,.,.,.,.
Echium,Boraginaceae,Boraginales,0,0,0.25862069,0.090909091,0.001824818,.,1,1,1,3.25,0.8805,0.466923077,10.89890946
Edraianthus,Campanulaceae,Asterales,0,0,1,0,0,.,.,.,.,.,.,1.6475,9.179928661
Ehrharta,Poaceae,Poales,0,0,0.833333333,0,0.074314214,.,.,.,.,.,.,1.418,21.59368583
Eichhornia,Pontederiaceae,Commelinales,0,0,1,0,0.03030303,0,.,.,.,.,0.59,1.27,0
Einadia,Amaranthaceae,Caryophyllales,0,0,1,0,0.041463415,.,.,.,0,.,.,1.01,.
Elachanthus,Asteraceae,Asterales,0,0,0,0,0.00210989,.,.,.,.,.,.,.,.
Elaeagnus,Elaeagnaceae,Rosales,0,0,1,1,0,.,1,0.5,0.666666667,2,.,0.58,.
Elaeocarpus,Elaeocarpaceae,Oxalidales,0,0,1,1,0,.,.,.,1,1.985294118,.,.,.
Elaeoselinum,Apiaceae,Apiales,0,0,1,0,0.003968254,.,.,.,.,.,.,.,.
Elaphoglossum,Dryopteridaceae,Monilophyta,5.555555556,0.222222222,1,0,0,.,.,.,.,3.128571429,.,.,.
Elatine,Elatinaceae,Malpighiales,0,0,0.204545455,0,0,.,1,0.5,1,.,.,.,.
Eleocharis,Cyperaceae,Poales,0.057110223,0.029126214,0.798701299,0,0.00045977,.,1,0.5625,0,.,.,3.01,75.71628739
Elephantopus,Asteraceae,Asterales,0,0,1,0,0.00210989,0,.,.,1,.,.,.,.
Eleusine,Poaceae,Poales,0,0,0.444444444,0,0.074314214,.,1,1,0,.,.,1.974615385,31.06946573
Elodea,Hydrocharitaceae,Alismatales,0,0,1,0,0,.,1,0,0,.,.,4.59,0
Elymus,Poaceae,Poales,1.797814208,0.539344262,1,0,0.074314214,.,1,0.571428571,0,.,0.069,10.6325,32.0751238
Elytrigia,Poaceae,Poales,3.846153846,0.25,1,0,0.074314214,.,1,0.5,0,.,.,.,.
Emex,Polygonaceae,Caryophyllales,16.66666667,0.25,0,0,0.002727273,.,.,.,.,.,.,.,.
Emilia,Asteraceae,Asterales,33.33333333,0.333333333,.,0,0.00210989,0,.,.,1,.,.,3.58,.
Empetrum,Ericaceae,Ericales,0,0,1,1,0,.,1,0.5,0.5,.,.,0.965,0
Enarthrocarpus,Brassicaceae,Brassicales,0,0,0,0,0.00485306,.,.,.,.,.,.,.,.
Encelia,Asteraceae,Asterales,26.19047619,0.785714286,1,1,0.00210989,.,.,.,.,.,.,1.57,.
Enceliopsis,Asteraceae,Asterales,0,0,1,0,0.00210989,.,.,.,.,.,.,.,.
Endressia,Apiaceae,Apiales,0,0,1,0,0.003968254,.,.,.,.,.,.,.,.
Enneapogon,Poaceae,Poales,0,0,0.833333333,0,0.074314214,.,.,.,0,.,.,.,.
Entolasia,Poaceae,Poales,0,0,1,0,0.074314214,.,.,.,.,.,.,.,.
Epacris,Ericaceae,Ericales,0,0,1,1,0,.,.,.,.,.,.,.,.
Ephedra,Ephedraceae,Gnetophyta,0.735294118,0.058823529,1,1,0,.,.,.,0,.,.,16.137,17.10015267
Epilobium,Onagraceae,Myrtales,0.834575261,0.504918033,0.87295082,0.020491803,0.001538462,0,1,0.575,0.95,.,0.395,0.403333333,35.75753331
Epimedium,Berberidaceae,Ranunculales,0,0,.,0,0,.,1,.,1,2,.,4.1,.
Epipactis,Orchidaceae,Asparagales,1.307189542,0.111111111,1,0,0,.,1,0.5,1,.,.,.,.
Equisetum,Equisetaceae,Monilophyta,2.70531401,0.608695652,1,0,0,.,1,0.5,0.5,.,.,20.9847619,31.2741865
Eragrostis,Poaceae,Poales,0,0,0.454545455,0,0.074314214,1,0.416666667,1,0,0,.,0.715,0
Erechtites,Asteraceae,Asterales,0,0,0,0,0.00210989,.,1,1,1,.,.,5.376666667,14.06687265
Eremalche,Malvaceae,Malvales,0,0,0,0,0.006153846,.,.,.,.,.,.,.,.
Eremochloa,Poaceae,Poales,0,0,1,0,0.074314214,.,.,.,.,.,.,0.83,.
Eremogone,Caryophyllaceae,Caryophyllales,0,0,1,0,0.001818182,.,.,.,.,.,.,.,.
Eremophila,Scrophulariaceae,Lamiales,0,0,1,1,0.001764706,.,.,.,1,.,.,.,.
Eremopyrum,Poaceae,Poales,0,0,0,0,0.074314214,.,.,.,.,.,.,5.5,.
Eremurus,Xanthorrhoeaceae,Asparagales,0,0,1,0,0,.,.,.,.,.,.,.,.
Erianthus,Poaceae,Poales,0,0,1,0,0.074314214,.,.,.,.,.,.,.,.
Eriastrum,Polemoniaceae,Ericales,0,0,0.0625,0,0,.,.,.,.,.,.,.,.
Erica,Ericaceae,Ericales,1.411290323,0.21875,1,1,0,0,1,0.333333333,0.972222222,.,.,0.67,.
Ericameria,Asteraceae,Asterales,1.307189542,0.111111111,1,1,0.00210989,.,.,.,.,.,.,.,.
Erigeron,Asteraceae,Asterales,0.073664825,0.066298343,0.860424028,0,0.00210989,0,0.909090909,0.727272727,1,3,.,1.39,62.66843666
Eriocaulon,Eriocaulaceae,Poales,0,0,0.666666667,0,0,0.5,.,.,0,2,.,4.19,.
Eriochlamys,Asteraceae,Asterales,0,0,0,0,0.00210989,.,.,.,.,.,.,.,.
Eriochloa,Poaceae,Poales,0,0,0,0,0.074314214,.,.,.,0,.,.,.,.
Eriodictyon,Boraginaceae,Boraginales,0,0,1,1,0.001824818,.,.,.,.,.,.,.,.
Eriogonum,Polygonaceae,Caryophyllales,0.016457654,0.020242915,0.613360324,0.089068826,0.002727273,.,.,.,.,.,0.8,.,.
Erioneuron,Poaceae,Poales,0,0,1,0,0.074314214,.,.,.,.,.,.,.,.
Eriophorum,Cyperaceae,Poales,0.307692308,0.038461538,1,0,0.00045977,.,1,0.4,0,.,.,0.52,21.65063509
Eriophyllum,Asteraceae,Asterales,0.833333333,0.0625,0.388888889,0.333333333,0.00210989,.,1,1,1,.,.,.,.
Eriostemon,Rutaceae,Sapindales,0,0,1,1,0.001652893,.,.,.,.,.,.,.,.
Eritrichium,Boraginaceae,Boraginales,0,0,1,0,0.001824818,.,.,.,.,.,.,.,.
Erodium,Geraniaceae,Geraniales,0.039123631,0.013888889,0.47133758,0,0,.,1,1,1,.,.,.,.
Erophila,Brassicaceae,Brassicales,0,0,0,0,0.00485306,.,1,1,1,.,.,0.4,.
Erucastrum,Brassicaceae,Brassicales,0,0,0.7,0,0.00485306,.,1,1,1,0,.,1.04,.
Eryngium,Apiaceae,Apiales,0.235294118,0.058823529,0.704819277,0.058823529,0.003968254,.,1,1,0.984848485,.,0.887,1.65,64.4963535
Erysimum,Brassicaceae,Brassicales,0.054644809,0.016393443,0.427419355,0.024590164,0.00485306,.,1,1,1,4,.,0.524285714,40.95057527
Erythronium,Liliaceae,Liliales,0,0,1,0,0,.,.,.,.,.,0.82,31.31285714,13.47495133
Escallonia,Escalloniaceae,Escalloniales,0,0,1,1,0,.,.,1,1,.,.,2.38,137.2175248
Eschscholzia,Papaveraceae,Ranunculales,0,0,0.107142857,0,0,.,1,1,1,.,.,1.13,.
Eucalyptus,Myrtaceae,Myrtales,0.037789325,0.02739726,1,1,0.003243243,0,.,.,1,3.5,0.75925,0.6325,7.410057024
Euchiton,Asteraceae,Asterales,0,0,0.777777778,0,0.00210989,.,.,.,.,.,.,.,.
Eucnide,Loasaceae,Cornales,0,0,0.5,0.5,0,.,.,.,.,.,.,0.6,.
Eucrypta,Boraginaceae,Boraginales,0,0,0,0,0.001824818,.,.,.,.,.,.,.,.
Eugenia,Myrtaceae,Myrtales,33.33333333,0.333333333,1,1,0.003243243,.,.,.,1,1.993288591,0.835,0.267142857,13.61975151
Eulalia,Poaceae,Poales,0,0,0,0,0.074314214,.,.,.,0,.,.,.,.
Euonymus,Celastraceae,Celastrales,0,0,1,1,0,.,1,1,1,1.59375,.,0.64,66.29126074
Eupatorium,Asteraceae,Asterales,0,0,1,0,0.00210989,.,1,0.5,1,.,.,2.52,0
Euphorbia,Euphorbiaceae,Malpighiales,0.023912004,0.024390244,0.599489796,0.043902439,0.01239531,0,0.961538462,0.821428571,1,2.062111801,.,5.867,94.27994642
Euphrasia,Orobanchaceae,Lamiales,3.178400547,1.207792208,0.075,0,0,.,1,1,1,.,.,2.73,.
Eutaxia,Fabaceae,Fabales,100,0.5,1,1,0.096494845,.,.,.,.,.,.,1.62,.
Euthamia,Asteraceae,Asterales,0,0,1,0,0.00210989,.,1,0.5,1,.,.,.,.
Evax,Asteraceae,Asterales,0,0,0,0,0.00210989,.,.,.,.,.,.,.,.
Evonymus,Celastraceae,Celastrales,0,0,1,1,0,.,.,.,.,.,.,.,.
Exocarpos,Santalaceae,Santalales,0,0,1,0.888888889,0.002139037,.,.,.,0,3,.,.,.
Fagopyrum,Polygonaceae,Caryophyllales,0,0,0.166666667,0,0.002727273,.,1,1,1,.,.,1.44,.
Fagus,Fagaceae,Fagales,0,0,1,1,0.001492537,.,1,1,0,2,1.015,0.595714286,4.124072787
Fallopia,Polygonaceae,Caryophyllales,9.523809524,0.285714286,0.571428571,0.142857143,0.002727273,.,1,0.833333333,0.833333333,.,.,1.7875,60.87903891
Ferocactus,Cactaceae,Caryophyllales,0,0,1,1,0,.,.,.,.,.,.,1.4,.
Ferula,Apiaceae,Apiales,0,0,1,0,0.003968254,.,.,.,.,.,.,1.896666667,25.7220199
Ferulago,Apiaceae,Apiales,0,0,1,0,0.003968254,.,.,.,.,.,.,.,.
Festuca,Poaceae,Poales,0.051848673,0.061181435,0.995780591,0,0.074314214,.,1,0.838709677,0,1,0.001,5.66075,42.20050435
Festucopsis,Poaceae,Poales,0,0,1,0,0.074314214,.,.,.,.,.,.,.,.
Fibigia,Brassicaceae,Brassicales,0,0,1,0,0.00485306,.,.,.,.,.,.,1.28,2.066993212
Filago,Asteraceae,Asterales,0.529100529,0.071428571,0,0,0.00210989,.,1,1,1,.,.,.,.
Filipendula,Rosaceae,Rosales,0,0,1,0,0.001060071,.,1,0.5,1,.,0.96,.,.
Fimbristylis,Cyperaceae,Poales,0,0,0.454545455,0,0.00045977,0.5,.,.,0,.,.,.,.
Foeniculum,Apiaceae,Apiales,0,0,0.5,0,0.003968254,.,1,.,1,.,.,4.64,0
Forestiera,Oleaceae,Lamiales,0,0,1,1,0.003252033,.,.,.,.,4,.,.,.
Forsythia,Oleaceae,Lamiales,0,0,1,1,0.003252033,.,1,0.5,1,.,.,.,.
Fragaria,Rosaceae,Rosales,0,0,1,0,0.001060071,.,1,0.25,1,.,.,0.311666667,58.43331927
Frangula,Rhamnaceae,Rosales,0,0,1,1,0.004444444,.,1,1,1,0.5,.,0.403333333,13.59874601
Frankenia,Frankeniaceae,Caryophyllales,0,0,0.8125,0.8,0,.,.,0.5,1,2,.,0.32,.
Frasera,Gentianaceae,Gentianales,0,0,0.625,0,0,.,.,.,.,.,.,.,.
Fraxinus,Oleaceae,Lamiales,0.476190476,0.047619048,1,1,0.003252033,.,1,0.833333333,0.25,2.25,0.9775,1.126,25.77478254
Fremontodendron,Malvaceae,Malvales,0,0,1,1,0.006153846,.,.,.,.,.,.,.,.
Fritillaria,Liliaceae,Liliales,0.096618357,0.02173913,1,0,0,.,1,1,1,.,.,62.70506849,24.84154146
Froelichia,Amaranthaceae,Caryophyllales,100,0.5,0,0,0.041463415,.,.,.,1,2,.,.,.
Fuchsia,Onagraceae,Myrtales,0,0,1,1,0.001538462,.,.,.,1,1.5,.,1.455384615,22.42205726
Fuirena,Cyperaceae,Poales,0,0,0.5,0,0.00045977,.,.,.,.,.,.,.,.
Fumana,Cistaceae,Malvales,3.571428571,0.125,1,1,0.011428571,.,1,1,1,.,.,.,.
Fumaria,Papaveraceae,Ranunculales,0.31372549,0.078431373,0,0,0,1,1,1,1,.,.,0.55,.
Gagea,Liliaceae,Liliales,0,0,1,0,0,.,1,0.25,1,.,.,13.07714286,49.39580352
Gahnia,Cyperaceae,Poales,0,0,1,0,0.00045977,.,.,.,.,.,.,.,.
Gaillardia,Asteraceae,Asterales,0,0,0.769230769,0,0.00210989,.,.,.,.,.,.,.,.
Galactia,Fabaceae,Fabales,0,0,1,0,0.096494845,.,.,.,1,.,.,.,.
Galactites,Asteraceae,Asterales,0,0,0,0,0.00210989,.,.,.,1,.,.,.,.
Galanthus,Amaryllidaceae,Asparagales,4.545454545,0.25,1,0,0,.,1,0.5,1,.,.,39.711875,29.7086049
Galega,Fabaceae,Fabales,0,0,1,0,0.096494845,.,1,1,1,.,.,2.21,.
Galeopsis,Lamiaceae,Lamiales,5.147058824,0.411764706,0,0,0.004320557,.,1,1,1,.,.,.,.
Galinsoga,Asteraceae,Asterales,0,0,0,0,0.00210989,0,1,1,1,.,.,1.336666667,44.27311915
Galium,Rubiaceae,Gentianales,0.081892896,0.106870229,0.825726141,0.024621212,6.00E-04,.,1,0.685185185,1,2.666666667,.,1.521818182,32.81399218
Gamochaeta,Asteraceae,Asterales,0,0,0.25,0,0.00210989,.,.,.,0.5,3,.,.,.
Gardenia,Rubiaceae,Gentianales,0,0,1,1,6.00E-04,0,.,.,.,2.307692308,.,1.3,.
Garrya,Garryaceae,Garryales,0,0,1,1,0,.,.,.,.,.,.,1.52,.
Gastridium,Poaceae,Poales,0,0,0,0,0.074314214,.,.,1,0,.,.,.,.
Gastrodia,Orchidaceae,Asparagales,0,0,1,0,0,.,.,.,.,3,.,.,.
Gaudinia,Poaceae,Poales,0,0,0.5,0,0.074314214,.,1,1,0,.,.,.,.
Gaultheria,Ericaceae,Ericales,2.222222222,0.1,1,1,0,.,.,.,1,2,.,.,.
Gaura,Onagraceae,Myrtales,0,0,0.5,0,0.001538462,.,.,.,.,.,.,.,.
Gaylussacia,Ericaceae,Ericales,0,0,1,1,0,.,.,.,1,.,.,.,.
Gayophytum,Onagraceae,Myrtales,3.03030303,0.166666667,0,0,0.001538462,.,.,.,.,.,.,.,.
Gazania,Asteraceae,Asterales,100,0.5,1,0,0.00210989,0,.,.,.,4,.,.,.
Genista,Fabaceae,Fabales,0.127877238,0.043478261,1,1,0.096494845,.,1,0.9,1,.,.,1.39,37.74065338
Genoplesium,Orchidaceae,Asparagales,0,0,1,0,0,.,.,.,.,.,.,.,.
Gentiana,Gentianaceae,Gentianales,0.519480519,0.142857143,0.865384615,0,0,.,1,0.807692308,1,.,.,3.668,13.64251183
Gentianella,Gentianaceae,Gentianales,0.984126984,0.172222222,0,0,0,.,1,1,1,1.909090909,.,.,.
Gentianopsis,Gentianaceae,Gentianales,0,0,0.1875,0,0,.,1,0.5,1,.,.,9.62,0
Geraea,Asteraceae,Asterales,50,0.25,0,0,0.00210989,.,.,.,.,.,.,.,.
Geranium,Geraniaceae,Geraniales,0.057830211,0.037878788,0.681818182,0.03030303,0,0,1,0.8,0.975,2.375,0.88,1.315,35.99939279
Geum,Rosaceae,Rosales,0.674763833,0.128205128,1,0,0.001060071,.,1,0.5,1,.,0.62575,.,.
Gilia,Polemoniaceae,Ericales,0,0,0.695121951,0,0,.,.,.,.,.,0.573,.,.
Githopsis,Campanulaceae,Asterales,0,0,0,0,0,.,.,.,.,.,.,.,.
Gladiolus,Iridaceae,Asparagales,1.515151515,0.083333333,1,0,0,0.903846154,1,0.5,1,2,.,1.38,.
Glaucium,Papaveraceae,Ranunculales,0,0,0.3,0,0,.,1,1,1,.,.,0.6,.
Glechoma,Lamiaceae,Lamiales,10,0.2,1,0,0.004320557,.,1,0.5,1,.,.,.,.
Gleichenia,Gleicheniaceae,Monilophyta,0,0,1,0,0,.,.,.,.,.,.,.,.
Glinus,Molluginaceae,Caryophyllales,0,0,0,0,0.022988506,.,.,.,.,.,.,.,.
Globularia,Plantaginaceae,Lamiales,0.952380952,0.066666667,1,0.4,0.005925926,.,1,0.666666667,1,.,.,0.615,44.84091783
Glossodia,Orchidaceae,Asparagales,200,1,1,0,0,.,.,.,.,.,.,.,.
Glossopetalon,Crossosomataceae,Crossosomatales,0,0,1,1,0,.,.,.,.,.,.,.,.
Glossostigma,Phrymaceae,Lamiales,0,0,0.5,0,0,.,.,.,.,.,.,.,.
Glyceria,Poaceae,Poales,0.332225914,0.069767442,0.988636364,0,0.074314214,.,1,0.357142857,0,.,.,3.93,79.16717143
Glycine,Fabaceae,Fabales,0,0,1,0,0.096494845,.,.,.,1,.,0.246,1.364705882,15.97430407
Glycyrrhiza,Fabaceae,Fabales,0,0,1,0,0.096494845,.,.,.,.,.,.,.,.
Glyptopleura,Asteraceae,Asterales,0,0,0,0,0.00210989,.,.,.,.,.,.,.,.
Gnaphalium,Asteraceae,Asterales,0,0,0.269230769,0,0.00210989,.,1,0.6,0.681818182,2.5,.,.,.
Gnephosis,Asteraceae,Asterales,0,0,0,0,0.00210989,.,.,.,1,.,.,.,.
Gomphocarpus,Apocynaceae,Gentianales,0,0,1,1,0.000658617,0,.,.,.,.,.,.,.
Gompholobium,Fabaceae,Fabales,0,0,1,1,0.096494845,.,.,.,.,.,.,.,.
Gomphrena,Amaranthaceae,Caryophyllales,0,0,0.25,0,0.041463415,.,.,.,1,.,.,.,.
Goniolimon,Plumbaginaceae,Caryophyllales,0,0,1,0,0.001196172,.,.,.,.,.,.,.,.
Gonocarpus,Haloragaceae,Saxifragales,7.142857143,0.25,1,0,0,.,.,.,.,.,.,.,.
Goodenia,Goodeniaceae,Asterales,0,0,0.92,0.08,0,.,.,.,1,.,.,0.52,.
Goodia,Fabaceae,Fabales,0,0,1,1,0.096494845,.,.,.,.,.,.,.,.
Goodyera,Orchidaceae,Asparagales,0,0,1,0,0,.,1,0.5,1,.,.,4.85,.
Gossypium,Malvaceae,Malvales,0,0,0.4,0.8,0.006153846,0,.,.,.,.,.,1.939529412,32.3800476
Gouania,Rhamnaceae,Rosales,0,0,1,1,0.004444444,.,.,.,1,4,.,.,.
Grammitis,Polypodiaceae,Monilophyta,2.380952381,0.071428571,1,0,0,.,.,.,.,3,.,.,.
Gratiola,Plantaginaceae,Lamiales,0.584795322,0.052631579,0.529411765,0,0.005925926,.,1,0.5,1,.,.,.,.
Grayia,Amaranthaceae,Caryophyllales,0,0,0,0,0.041463415,.,.,.,.,.,.,.,.
