Genus,Family,Order,HybProp,Hyb_Ratio,perc_per,perc_wood,perc_ag,floral_symm,mating_system,repro_syndrome,pollination_syndrome,RedList,tavg,C_value,CV_C_value
Abies,Pinaceae,Pinophyta,0.362318841,0.041666667,1,1,0.004761905,.,1,1,0,0.695652174,0.8674,17.23266667,9.085723529
Abronia,Nyctaginaceae,Caryophyllales,4.166666667,0.3125,0.6875,0,0.005063291,.,.,.,.,.,.,.,.
Abutilon,Malvaceae,Malvales,0,0,0.763157895,0.394736842,0.006153846,0,1,1,1,3.5,0.057,1.245,0
Acacia,Fabaceae,Fabales,0.208188758,0.136363636,1,1,0.096494845,0,.,.,1,1.5,0.807875,1.186321839,31.78010935
Acaena,Rosaceae,Rosales,8.888888889,0.4,1,0,0.001060071,.,.,0.5,.,.,.,0.33,.
Acalypha,Euphorbiaceae,Malpighiales,0,0,0,0,0.01239531,0.2,.,.,0,2.772727273,.,.,.
Acamptopappus,Asteraceae,Asterales,0,0,1,1,0.00210989,.,.,.,.,.,.,.,.
Acanthomintha,Lamiaceae,Lamiales,0,0,0,0,0.004320557,.,.,.,.,.,.,.,.
Acanthopanax,Araliaceae,Apiales,0,0,1,1,0,.,.,.,.,.,.,.,.
Acanthospermum,Asteraceae,Asterales,0,0,0,0,0.00210989,0,.,.,1,.,.,.,.
Acanthus,Acanthaceae,Lamiales,0,0,1,0,0.000857143,1,.,.,.,.,.,.,.
Acer,Sapindaceae,Sapindales,0.185013876,0.042553191,1,1,0.001265823,.,1,0.916666667,0.833333333,2.166666667,0.945,0.908181818,26.43476679
Achillea,Asteraceae,Asterales,0.790960452,0.233333333,1,0,0.00210989,0,1,0.5,1,.,.,4.137692308,51.15042164
Achlys,Berberidaceae,Ranunculales,0,0,1,0,0,.,.,.,.,.,.,.,.
Achnatherum,Poaceae,Poales,2.857142857,0.2,1,0,0.074314214,.,.,.,.,.,.,.,.
Achyranthes,Amaranthaceae,Caryophyllales,0,0,0.916666667,0.5,0.041463415,0,.,.,.,3.25,.,.,.
Acianthus,Orchidaceae,Asparagales,0,0,1,0,0,.,.,.,.,.,.,.,.
Acinos,Lamiaceae,Lamiales,60,1.2,0.8,0,0.004320557,.,1,1,1,.,.,.,.
Aciphylla,Apiaceae,Apiales,0,0,1,0,0.003968254,.,.,.,.,.,.,.,.
Aconitum,Ranunculaceae,Ranunculales,0.653594771,0.055555556,1,0,0,.,1,0.958333333,1,.,0.884,5.44,.
Acorus,Acoraceae,Acorales,0,0,1,0,0,.,1,0,1,.,.,0.525,33.67175149
Acrotriche,Ericaceae,Ericales,0,0,1,1,0,.,.,.,.,.,.,.,.
Actaea,Ranunculaceae,Ranunculales,16.66666667,0.25,1,0,0,.,1,0.5,1,.,.,.,.
Actinotus,Apiaceae,Apiales,0,0,0.5,0,0.003968254,.,.,.,.,.,.,.,.
Adenocarpus,Fabaceae,Fabales,0,0,1,1,0.096494845,1,.,.,.,.,.,0.875,4.040610178
Adenophora,Campanulaceae,Asterales,0,0,1,0,0,.,1,1,1,.,.,4.72,.
Adenophorus,Polypodiaceae,Monilophyta,6.666666667,0.3,1,0,0,.,.,.,.,.,.,.,.
Adenophyllum,Asteraceae,Asterales,0,0,1,1,0.00210989,.,.,.,.,.,.,.,.
Adenostoma,Rosaceae,Rosales,0,0,1,1,0.001060071,.,.,.,.,.,.,.,.
Adenostyles,Asteraceae,Asterales,33.33333333,0.333333333,1,0,0.00210989,.,1,0.5,1,.,.,.,.
Adiantum,Pteridaceae,Monilophyta,0.526315789,0.05,1,0,0,.,.,.,1,3.666666667,.,5.13,.
Adonis,Ranunculaceae,Ranunculales,2.222222222,0.1,0.6,0,0,.,1,0.875,1,.,.,15.5,12.31734393
Adriana,Euphorbiaceae,Malpighiales,0,0,1,1,0.01239531,.,.,.,.,.,.,.,.
Aegilops,Poaceae,Poales,0.952380952,0.066666667,0,0,0.074314214,.,.,.,0,.,.,8.908615385,41.28191488
Aeluropus,Poaceae,Poales,0,0,1,0,0.074314214,.,.,.,.,.,.,8.4,.
Aeonium,Crassulaceae,Saxifragales,0,0,1,1,0,.,.,.,.,.,.,0.937333333,107.3211613
Aesculus,Sapindaceae,Sapindales,0,0,1,1,0.001265823,.,1,1,1,2,.,0.365,0
Aethionema,Brassicaceae,Brassicales,0,0,0.9,0,0.00485306,.,1,1,1,4,.,0.71,0
Agalinis,Orobanchaceae,Lamiales,0,0,0,0,0,.,.,.,.,.,0.469,.,.
Agalinus,Orobanchaceae,Lamiales,0,0,0,0,0,.,.,.,.,.,.,.,.
Agastache,Lamiaceae,Lamiales,0,0,1,0,0.004320557,.,.,.,.,.,.,.,.
Agave,Asparagaceae,Asparagales,0,0,1,0,0,0,.,.,1,.,.,6.470684932,34.23608512
Ageratina,Asteraceae,Asterales,0,0,1,0.5,0.00210989,.,.,.,.,0.9,.,.,.
Ageratum,Asteraceae,Asterales,0,0,0.5,0,0.00210989,0,.,.,1,2,.,.,.
Agoseris,Asteraceae,Asterales,3.03030303,0.166666667,0.833333333,0,0.00210989,.,.,.,.,.,.,2.4625,44.21783094
Agrimonia,Rosaceae,Rosales,0.653594771,0.055555556,1,0,0.001060071,.,1,0.75,1,.,.,.,.
Agropyron,Poaceae,Poales,5.627705628,0.590909091,1,0,0.074314214,.,.,.,.,.,.,9.37,35.56842708
Agrostemma,Caryophyllaceae,Caryophyllales,0,0,0,0,0.001818182,.,1,1,1,.,.,2.1,.
Agrostis,Poaceae,Poales,0.293040293,0.152380952,0.808411215,0,0.074314214,.,1,0.576923077,0,1.166666667,.,5.437586207,45.418384
Aichryson,Crassulaceae,Saxifragales,0,0,0,0,0,.,.,.,.,.,.,0.685,1.032272673
Aira,Poaceae,Poales,0,0,0,0,0.074314214,.,1,1,0,.,.,4.3275,36.3613866
Ajuga,Lamiaceae,Lamiales,3.80952381,0.266666667,0.866666667,0,0.004320557,.,1,0.875,1,.,.,.,.
Albizia,Fabaceae,Fabales,0,0,1,1,0.096494845,0,.,.,1,1.966666667,0.951,1.215,7.565751568
Alcea,Malvaceae,Malvales,0,0,1,0,0.006153846,.,1,1,1,.,.,.,.
Alchemilla,Rosaceae,Rosales,0.012986001,0.017985612,1,0,0.001060071,0,0,0.5,1,.,.,.,.
Alectryon,Sapindaceae,Sapindales,0,0,1,1,0.001265823,.,.,.,.,3,.,.,.
Alhagi,Fabaceae,Fabales,0,0,1,1,0.096494845,.,.,.,.,.,.,.,.
Alisma,Alismataceae,Alismatales,0.526315789,0.05,0.925,0.1,0,.,1,0.5,0.833333333,.,.,12.7125,6.471772929
Alkanna,Boraginaceae,Boraginales,0,0,0.941176471,0,0.001824818,.,.,.,.,.,.,.,.
Allium,Amaryllidaceae,Asparagales,0,0,1,0,0,0,1,0.543478261,1,4,0.91,19.9175,35.5560929
Allocasuarina,Casuarinaceae,Fagales,1.818181818,0.090909091,1,1,0.094736842,.,.,.,.,.,.,0.95,.
Allophyllum,Polemoniaceae,Ericales,0,0,0,0,0,.,.,.,.,.,.,.,.
Almaleea,Fabaceae,Fabales,0,0,1,1,0.096494845,.,.,.,.,.,.,.,.
Alnus,Betulaceae,Fagales,0.865800866,0.090909091,1,1,0.054545455,.,1,0.833333333,0,0.166666667,0.913666667,0.642,19.74571709
Aloe,Xanthorrhoeaceae,Asparagales,0,0,1,0.555555556,0,0,.,.,.,1.5,.,16.91779817,26.17850112
Alopecurus,Poaceae,Poales,0.634249471,0.136363636,0.647727273,0,0.074314214,.,1,0.642857143,0,.,.,8.914,71.57951463
Alsinidendron,Caryophyllaceae,Caryophyllales,0,0,1,0,0.001818182,.,.,.,.,4,0,0.833333333,13.48777224
Alternanthera,Amaranthaceae,Caryophyllales,0,0,0.821428571,0.071428571,0.041463415,0,.,.,0.5,1.888888889,.,.,.
Althaea,Malvaceae,Malvales,0,0,0.611111111,0,0.006153846,.,1,1,1,.,.,.,.
Alyssoides,Brassicaceae,Brassicales,0,0,1,0,0.00485306,.,.,.,.,.,.,.,.
Alyssum,Brassicaceae,Brassicales,0,0,0.675324675,0,0.00485306,.,1,1,1,.,.,0.58,.
Amaranthus,Amaranthaceae,Caryophyllales,0.380734818,0.194174757,0.04368932,0,0.041463415,0,1,1,0,2,0.199,0.735263158,23.54830959
Ambrosia,Asteraceae,Asterales,0.158562368,0.034090909,0.547619048,0.170454545,0.00210989,.,1,0.666666667,0,.,0.95,2.375,49.9008065
Amelanchier,Rosaceae,Rosales,1.169590643,0.105263158,1,1,0.001060071,.,1,0.875,1,.,.,1.1175,25.89801521
Ammannia,Lythraceae,Myrtales,0,0,0,0,0,0,.,.,.,.,.,.,.
Ammi,Apiaceae,Apiales,0,0,0,0,0.003968254,.,1,1,1,.,.,.,.
Ammophila,Poaceae,Poales,5,0.1,1,0,0.074314214,.,1,0,0,.,.,4.815,0
Amorpha,Fabaceae,Fabales,0,0,1,1,0.096494845,.,1,1,1,.,.,.,.
Amphibromus,Poaceae,Poales,0,0,1,0,0.074314214,.,.,.,.,.,.,3.99,.
Amphicarpum,Poaceae,Poales,0,0,0.5,0,0.074314214,.,.,.,.,.,.,.,.
Amphipogon,Poaceae,Poales,0,0,1,0,0.074314214,.,.,.,0,.,.,.,.
Amsinckia,Boraginaceae,Boraginales,0.246305419,0.034482759,0,0,0.001824818,.,.,1,1,4,0.33825,1.133333333,13.47816381
Amsonia,Apocynaceae,Gentianales,0,0,1,0,0.000658617,.,.,.,.,.,.,.,.
Amyema,Loranthaceae,Santalales,0,0,1,1,0,.,.,.,1,.,.,11.71222222,21.3118243
Anabasis,Amaranthaceae,Caryophyllales,0,0,1,1,0.041463415,.,.,.,.,.,.,.,.
Anacyclus,Asteraceae,Asterales,0,0,0.25,0,0.00210989,.,.,.,.,.,.,6.4,22.19813419
Anagallis,Primulaceae,Ericales,0,0,0.333333333,0,0,.,1,0.833333333,1,.,.,1.75,.
Anarrhinum,Plantaginaceae,Lamiales,10,0.2,0.5,0,0.005925926,.,1,1,1,.,.,.,.
Anchusa,Boraginaceae,Boraginales,0.15015015,0.027027027,0.445945946,0,0.001824818,.,1,1,1,4,.,.,.
Androcymbium,Colchicaceae,Liliales,0,0,1,0,0,0,.,.,.,.,.,2.89,.
Andropogon,Poaceae,Poales,0.735294118,0.058823529,1,0,0.074314214,1,.,.,0,3.333333333,.,4.378571429,0
Androsace,Primulaceae,Ericales,0,0,0.602941176,0,0,.,1,0.875,1,.,.,.,.
Andryala,Asteraceae,Asterales,0,0,0.7,0,0.00210989,.,.,.,1,.,.,2.225,27.64866965
Anemone,Ranunculaceae,Ranunculales,0.289855072,0.065217391,1,0,0,.,1,0.611111111,1,3,.,17.23103448,41.21008428
Angelica,Apiaceae,Apiales,0,0,0.983333333,0,0.003968254,.,1,1,1,.,.,3.23,.
Angianthus,Asteraceae,Asterales,0,0,0,0,0.00210989,.,.,.,.,.,.,.,.
Anisantha,Poaceae,Poales,0,0,0,0,0.074314214,.,.,.,.,.,.,.,.
Antennaria,Asteraceae,Asterales,0.354609929,0.083333333,1,0,0.00210989,.,1,0.5,1,.,0.729,.,.
Anthemis,Asteraceae,Asterales,0.016228497,0.006329114,0.486842105,0,0.00210989,.,1,1,1,4,.,8.175,4.757293329
Anthericum,Asparagaceae,Asparagales,0,0,1,0,0,.,1,0.5,1,.,.,8.635,95.23626943
Anthoxanthum,Poaceae,Poales,0,0,0.5,0,0.074314214,.,1,0.75,0,.,.,5.9,.
Anthriscus,Apiaceae,Apiales,0,0,0.333333333,0,0.003968254,.,1,0.75,1,.,.,2.25,.
Anthyllis,Fabaceae,Fabales,0,0,0.643410853,0.789473684,0.096494845,.,1,1,1,.,.,0.575,23.36526755
Antidesma,Phyllanthaceae,Malpighiales,100,0.5,1,1,0.002292264,0,.,.,.,1.75,.,.,.
Antinoria,Poaceae,Poales,0,0,0.25,0,0.074314214,.,.,.,.,.,.,.,.
Antirrhinum,Plantaginaceae,Lamiales,0.64516129,0.096774194,0.59375,0.28125,0.005925926,.,1,1,1,3,0.815,0.778,0
Aotus,Fabaceae,Fabales,0,0,1,1,0.096494845,.,.,.,.,.,.,.,.
Apera,Poaceae,Poales,0,0,0,0,0.074314214,.,1,1,0,.,.,5.4,.
Aphanes,Rosaceae,Rosales,0,0,0,0,0.001060071,.,0.75,1,1,2,.,0.58,.
Aphanostephus,Asteraceae,Asterales,0,0,0.25,0,0.00210989,.,.,.,.,.,.,.,.
Aphelia,Centrolepidaceae,Poales,0,0,0,0,0,.,.,.,.,.,.,.,.
Apium,Apiaceae,Apiales,2.857142857,0.2,0.5,0,0.003968254,.,1,0.625,1,4,.,1.08,.
Apocynum,Apocynaceae,Gentianales,11.11111111,0.444444444,1,0,0.000658617,.,.,.,.,.,.,.,.
Aquilegia,Ranunculaceae,Ranunculales,0.740055504,0.170212766,1,0,0,.,1,1,1,4,0.486666667,0.53,3.773584906
Arabidella,Brassicaceae,Brassicales,0,0,0.5,0.5,0.00485306,.,.,.,.,.,.,.,.
Arabidopsis,Brassicaceae,Brassicales,0,0,0.1,0,0.00485306,.,1,0.9,1,.,0.5882,0.266818182,31.02969721
Arabis,Brassicaceae,Brassicales,0.035267149,0.018691589,0.690721649,0,0.00485306,.,0.958333333,0.884615385,1,4,0.56,0.482307692,66.42766091
Aralia,Araliaceae,Apiales,0,0,1,0.333333333,0,.,.,.,.,2,.,.,.
Arbutus,Ericaceae,Ericales,100,0.5,1,1,0,.,.,1,1,1.5,0.97,.,.
Arceuthobium,Santalaceae,Santalales,0,0,1,0,0.002139037,.,.,.,.,0,.,.,.
Arctium,Asteraceae,Asterales,6.666666667,0.466666667,0,0,0.00210989,.,1,1,1,.,.,.,.
Arctomecon,Papaveraceae,Ranunculales,0,0,1,0,0,.,.,.,.,.,.,.,.
Arctostaphylos,Ericaceae,Ericales,0.372960373,0.121212121,1,1,0,.,1,0.5,1,2,.,1.25,.
Arctotheca,Asteraceae,Asterales,0,0,0.666666667,0,0.00210989,.,.,.,.,.,.,.,.
Ardisia,Primulaceae,Ericales,0,0,1,1,0,0,.,.,1,2.328571429,0.63,2.65,.
Arenaria,Caryophyllaceae,Caryophyllales,0,0,0.618421053,0,0.001818182,.,1,0.875,1,4,.,0.7,20.20305089
Argemone,Papaveraceae,Ranunculales,1.515151515,0.083333333,0.583333333,0,0,0,.,.,1,.,.,0.6,.
Argentina,Rosaceae,Rosales,0,0,.,0,0.001060071,.,.,.,.,.,.,.,.
Argentipallium,Asteraceae,Asterales,0,0,1,0,0.00210989,.,.,.,.,.,.,.,.
Argyrochosma,Pteridaceae,Monilophyta,0,0,1,0,0,.,.,.,.,.,.,.,.
Argyrolobium,Fabaceae,Fabales,0,0,1,0.5,0.096494845,.,.,.,1,.,.,1.91,0
Argyroxiphium,Asteraceae,Asterales,80,1.6,1,1,0.00210989,.,.,.,.,3.25,.,.,.
Argythamnia,Euphorbiaceae,Malpighiales,0,0,1,0,0.01239531,.,.,.,.,.,.,.,.
Arisaema,Araceae,Alismatales,0,0,1,0,0.000248447,.,.,.,.,.,.,4.975,2.416244277
Arisarum,Araceae,Alismatales,0,0,1,0,0.000248447,.,.,.,1,.,.,14,24.33892979
Aristida,Poaceae,Poales,0,0,0.517857143,0,0.074314214,1,.,.,0,2,.,.,.
Aristolochia,Aristolochiaceae,Piperales,0,0,1,0.238095238,0,1,1,0.5,1,2.636363636,.,0.375,28.28427125
Armeria,Plumbaginaceae,Caryophyllales,0.606060606,0.133333333,1,0.288888889,0.001196172,.,1,1,1,.,.,4.31,0
Armoracia,Brassicaceae,Brassicales,0,0,1,0,0.00485306,.,1,0,1,.,.,1.25,.
Arnica,Asteraceae,Asterales,0.158730159,0.027777778,0.945945946,0,0.00210989,.,1,0.5,1,.,.,.,.
Aronia,Rosaceae,Rosales,41.66666667,0.625,1,1,0.001060071,.,1,1,1,.,.,1.28,.
Arrhenatherum,Poaceae,Poales,33.33333333,0.333333333,1,0,0.074314214,.,1,0.5,0,.,0.704,6.395,35.05126656
Artemisia,Asteraceae,Asterales,0.064350064,0.047297297,0.896296296,0.286666667,0.00210989,0,1,0.794117647,0.075,.,.,4.661521739,36.69085686
Arthrocnemum,Amaranthaceae,Caryophyllales,0,0,1,1,0.041463415,.,.,.,0,.,.,.,.
Arthropodium,Asparagaceae,Asparagales,0,0,1,0,0,.,.,.,1,.,.,2.45,.
Arum,Araceae,Alismatales,5.555555556,0.222222222,1,0,0.000248447,.,1,0.5,1,.,.,10.28142857,25.83494498
Arundinaria,Poaceae,Poales,0,0,1,0,0.074314214,.,.,.,.,.,.,.,.
Arundo,Poaceae,Poales,0,0,1,0,0.074314214,.,.,.,0,.,.,2.8,.
Asarum,Aristolochiaceae,Piperales,0,0,1,0,0,.,1,0.5,1,2,.,6.385,21.88347405
Asclepias,Apocynaceae,Gentianales,0.037023325,0.013513514,0.986486486,0.027027027,0.000658617,0,1,0.5,1,.,0.981,0.42,.
Asparagus,Asparagaceae,Asparagales,0,0,1,0,0,0,1,0.5,1,.,.,2.03125,21.04713062
Asperula,Rubiaceae,Gentianales,0.063291139,0.025,0.975,0.0125,6.00E-04,.,1,0.875,1,.,.,.,.
Asphodeline,Xanthorrhoeaceae,Asparagales,0,0,1,0,0,.,.,.,.,.,.,4.44,0
Asphodelus,Xanthorrhoeaceae,Asparagales,33.33333333,0.5,0.9,0,0,.,.,.,1,.,.,3.485,5.88410234
Aspidotis,Pteridaceae,Monilophyta,100,0.5,1,0,0,.,.,.,.,.,.,.,.
Asplenium,Aspleniaceae,Monilophyta,0.648148148,0.259259259,1,0,0,.,1,1,1,1.083333333,.,6.301764706,20.8548925
Astelia,Asteliaceae,Asparagales,0,0,1,0,0,.,.,.,.,4,.,1.27,.
Aster,Asteraceae,Asterales,0.154181027,0.11409396,0.944444444,0.039473684,0.00210989,0,1,0.5,1,4,.,.,.
Asteriscus,Asteraceae,Asterales,0,0,0.5,0,0.00210989,.,.,.,1,.,.,0.86,0
Asterolasia,Rutaceae,Sapindales,0,0,1,1,0.001652893,.,.,.,.,.,.,.,.
Astilbe,Saxifragaceae,Saxifragales,100,0.5,1,0,0,.,.,.,.,.,.,.,.
Astragalus,Fabaceae,Fabales,0,0,0.88863109,0,0.096494845,.,1,0.85,1,2.8,.,0.865,22.2073673
Astrantia,Apiaceae,Apiales,0,0,1,0,0.003968254,.,1,0.5,1,.,.,.,.
Astrodaucus,Apiaceae,Apiales,0,0,.,0,0.003968254,.,.,.,.,.,.,5.04,3.928371007
Astroloma,Ericaceae,Ericales,0,0,1,1,0,.,.,.,.,.,.,.,.
Astrotricha,Araliaceae,Apiales,0,0,1,1,0,.,.,.,.,.,.,.,.
Asyneuma,Campanulaceae,Asterales,0,0,1,0,0,.,.,.,.,.,.,.,.
Athamanta,Apiaceae,Apiales,0,0,1,0,0.003968254,.,1,1,1,.,.,1.23,.
Atractylis,Asteraceae,Asterales,0,0,0.75,0,0.00210989,.,.,.,1,.,.,3.99,.
Atraphaxis,Polygonaceae,Caryophyllales,0,0,1,1,0.002727273,.,.,.,.,3,.,.,.
Atriplex,Amaranthaceae,Caryophyllales,0.158940397,0.119205298,0.369281046,0.232026144,0.041463415,.,1,0.96875,0.086956522,4,.,1.172962963,58.85704279
Atropa,Solanaceae,Solanales,0,0,1,0,0.089837398,.,1,1,1,.,.,1.95,.
Aubrieta,Brassicaceae,Brassicales,13.33333333,0.333333333,1,0,0.00485306,.,.,.,.,.,.,0.42,.
Aureolaria,Orobanchaceae,Lamiales,0,0,.,0,0,.,.,.,.,.,.,.,.
Australopyrum,Poaceae,Poales,0,0,1,0,0.074314214,.,.,.,.,.,.,5.72,0
Austrofestuca,Poaceae,Poales,0,0,1,0,0.074314214,.,.,.,.,.,.,3.71,.
Avena,Poaceae,Poales,0.600600601,0.108108108,0,0,0.074314214,.,1,1,0,.,0.028333333,8.917777778,36.76904813
Avenula,Poaceae,Poales,0.666666667,0.08,1,0,0.074314214,.,.,.,.,.,.,.,.
Azolla,Salviniaceae,Monilophyta,0,0,0.666666667,0,0,.,1,0.5,.,.,.,0.77,.
Baccharis,Asteraceae,Asterales,0,0,1,0.833333333,0.00210989,.,.,.,1,1.928571429,.,.,.
Bacopa,Plantaginaceae,Lamiales,0,0,0.666666667,0,0.005925926,1,.,.,.,.,.,1.2,.
Baeckea,Myrtaceae,Myrtales,0,0,1,1,0.003243243,.,.,.,.,.,.,.,.
Bahia,Asteraceae,Asterales,0,0,0.75,0,0.00210989,.,.,.,.,.,.,.,.
Baileya,Asteraceae,Asterales,0,0,0.2,0,0.00210989,.,.,.,.,.,.,7.32,.
Baldellia,Alismataceae,Alismatales,0,0,1,0,0,.,1,0.5,1,.,.,.,.
Ballota,Lamiaceae,Lamiales,0,0,1,0.142857143,0.004320557,.,1,1,1,.,.,.,.
Balsamorhiza,Asteraceae,Asterales,7.272727273,0.363636364,1,0,0.00210989,.,.,.,.,.,.,.,.
Banksia,Proteaceae,Proteales,4.761904762,0.142857143,1,1,0.000625,.,.,.,.,.,0.8945,0.85,.
Baptisia,Fabaceae,Fabales,6.666666667,0.166666667,1,0,0.096494845,.,.,.,.,.,.,.,.
Barbarea,Brassicaceae,Brassicales,0,0,0.36,0,0.00485306,.,1,1,1,.,.,.,.
Bartonia,Gentianaceae,Gentianales,0,0,0,0,0,.,.,.,.,.,.,.,.
Bartsia,Orobanchaceae,Lamiales,0,0,1,0,0,1,1,0.5,1,2,.,.,.
Bassia,Amaranthaceae,Caryophyllales,3.571428571,0.125,0.125,0.166666667,0.041463415,.,1,1,0.333333333,.,.,1.12,.
Bauera,Cunoniaceae,Oxalidales,0,0,1,1,0,.,.,.,.,.,.,.,.
Baumea,Cyperaceae,Poales,0,0,1,0,0.00045977,.,.,.,.,.,.,.,.
Beckmannia,Poaceae,Poales,0,0,0.333333333,0,0.074314214,.,1,1,0,.,.,.,.
Begonia,Begoniaceae,Cucurbitales,0,0,1,0,0,1,.,.,1,2.24,0.04,0.5655,48.23633615
Bellevalia,Asparagaceae,Asparagales,0,0,1,0,0,.,.,.,.,.,.,15.51923077,70.31024987
Bellis,Asteraceae,Asterales,0,0,0.857142857,0,0.00210989,.,1,0.5,1,.,.,1.706666667,16.91455867
Bellium,Asteraceae,Asterales,0,0,0.5,0,0.00210989,.,.,.,.,.,.,.,.
Berberis,Berberidaceae,Ranunculales,0.362318841,0.041666667,1,1,0,.,1,0.833333333,1,1.941176471,.,1.401578947,45.51012976
Bergia,Elatinaceae,Malpighiales,0,0,0,0,0,.,.,.,.,.,.,.,.
Berlandiera,Asteraceae,Asterales,0,0,1,0,0.00210989,.,.,.,.,.,.,.,.
Berteroa,Brassicaceae,Brassicales,0,0,0.3,0,0.00485306,.,1,1,1,.,.,0.71,.
Bertya,Euphorbiaceae,Malpighiales,0,0,1,1,0.01239531,.,.,.,.,.,.,.,.
Besseya,Plantaginaceae,Lamiales,0,0,1,0,0.005925926,.,.,.,.,.,.,.,.
Beta,Amaranthaceae,Caryophyllales,0,0,0.5,0,0.041463415,.,1,1,0.5,.,.,1.022857143,0
Betula,Betulaceae,Fagales,2.645502646,0.357142857,1,1,0.054545455,.,1,0.8,0,2.846153846,0.995,0.648333333,39.94133988
Beyeria,Euphorbiaceae,Malpighiales,0,0,1,1,0.01239531,.,.,.,.,.,.,.,.
Biarum,Araceae,Alismatales,0,0,1,0,0.000248447,.,.,.,.,.,.,3.32,2.347659227
Bidens,Asteraceae,Asterales,0.324569945,0.126582278,0.327868852,0.012658228,0.00210989,0,1,1,1,2.555555556,0.59125,2.183333333,41.22731085
Bifora,Apiaceae,Apiales,0,0,0,0,0.003968254,.,1,1,1,.,.,.,.
Bilderdykia,Polygonaceae,Caryophyllales,0,0,0.333333333,0.333333333,0.002727273,.,.,.,.,.,.,.,.
Billardiera,Pittosporaceae,Apiales,0,0,1,0.5,0.005,.,.,.,.,.,.,.,.
Biscutella,Brassicaceae,Brassicales,0,0,0.871794872,.,0.00485306,.,1,1,1,4,.,1.29,49.33303125
Bistorta,Polygonaceae,Caryophyllales,0,0,1,0,0.002727273,.,.,.,.,.,.,.,.
Blechnum,Blechnaceae,Monilophyta,0,0,1,0,0,.,1,1,.,2.25,.,.,.
Blennosperma,Asteraceae,Asterales,0,0,0,0,0.00210989,.,.,.,.,.,.,.,.
Blephilia,Lamiaceae,Lamiales,0,0,1,0,0.004320557,.,.,.,.,.,.,.,.
Bloomeria,Asparagaceae,Asparagales,0,0,1,0,0,.,.,.,.,.,.,.,.
Blumea,Asteraceae,Asterales,0,0,.,0,0.00210989,0,.,.,.,.,.,.,.
Blysmus,Cyperaceae,Poales,0,0,1,0,0.00045977,.,1,0.5,0,.,.,.,.
Bobea,Rubiaceae,Gentianales,16.66666667,0.25,1,1,6.00E-04,.,.,.,.,2.5,.,.,.
Boechera,Brassicaceae,Brassicales,0.534759358,0.088235294,0.847222222,0,0.00485306,.,.,.,.,.,.,0.24,0
Boerhavia,Nyctaginaceae,Caryophyllales,0,0,0.461538462,0,0.005063291,0,.,.,1,.,.,.,.
Bolanthus,Caryophyllaceae,Caryophyllales,0,0,1,0,0.001818182,.,.,.,.,.,.,.,.
Bombycilaena,Asteraceae,Asterales,0,0,0,0,0.00210989,.,.,.,1,.,.,.,.
Borago,Boraginaceae,Boraginales,0,0,0.5,0,0.001824818,.,1,1,1,.,0.915,1.75,.
Borderea,Dioscoreaceae,Dioscoreales,0,0,1,0,0.009195402,.,.,.,.,.,.,.,.
Bornmuellera,Brassicaceae,Brassicales,0,0,1,0,0.00485306,.,.,.,.,.,.,1.09,.
Boronia,Rutaceae,Sapindales,0,0,1,1,0.001652893,.,.,.,.,.,.,.,.
Boschniakia,Orobanchaceae,Lamiales,0,0,1,0,0,.,.,.,.,.,.,.,.
Bossiaea,Fabaceae,Fabales,0,0,1,1,0.096494845,.,.,.,.,.,.,.,.
Bothriochloa,Poaceae,Poales,0,0,1,0,0.074314214,.,0,0.5,0,3,.,.,.
Botrychium,Ophioglossaceae,Monilophyta,0,0,1,0,0,.,1,1,.,.,.,8.306666667,39.54803008
Bouteloua,Poaceae,Poales,0.284900285,0.037037037,0.796296296,0,0.074314214,.,.,.,.,.,.,.,.
Boykinia,Saxifragaceae,Saxifragales,0,0,1,0,0,.,.,.,.,.,.,.,.
Brachiaria,Poaceae,Poales,0,0,0,0,0.074314214,.,.,.,0,.,.,.,.
Brachyactis,Asteraceae,Asterales,0,0,.,0,0.00210989,.,.,.,.,.,.,.,.
Brachyelytrum,Poaceae,Poales,0,0,1,0,0.074314214,.,.,.,.,.,.,.,.
Brachyglottis,Asteraceae,Asterales,100,0.5,1,1,0.00210989,.,.,.,.,1.875,.,.,.
Brachyloma,Ericaceae,Ericales,0,0,1,1,0,.,.,.,.,.,.,.,.
Brachypodium,Poaceae,Poales,2.222222222,0.1,0.7,0,0.074314214,.,1,0.5,0,.,.,0.572222222,36.17847615
Brachyscome,Asteraceae,Asterales,0,0,0.735294118,0,0.00210989,.,.,.,.,.,.,.,.
Bracteantha,Asteraceae,Asterales,0,0,0.6,0,0.00210989,.,.,.,.,.,.,.,.
Brassica,Brassicaceae,Brassicales,0.12987013,0.035714286,0.259259259,0.06779661,0.00485306,0,1,1,1,.,0.37,0.925151515,36.57966381
Braya,Brassicaceae,Brassicales,0,0,1,0,0.00485306,.,.,.,.,.,.,1.05,.
Brickellia,Asteraceae,Asterales,0.362318841,0.041666667,1,0.8125,0.00210989,.,.,.,1,.,.,.,.
Brighamia,Campanulaceae,Asterales,0,0,1,1,0,.,.,.,.,4,.,1.05,.
Brimeura,Asparagaceae,Asparagales,0,0,1,0,0,.,.,.,.,4,.,8.4,.
Briza,Poaceae,Poales,0,0,0.1875,0,0.074314214,.,1,0.75,0,.,.,6.954814815,23.92674775
